timestamp,neigh,category,budget,cost,slack,slack_pct,profit,roi,budget_utilization,y_price,delta_reg_abs,delta_reg_pct,gr_liv_area,garage_area,screen_porch,beds,fullbath,halfbath,kitchen,overall_qual,overall_cond,kitchen_qual,heating_qc
2025-11-19T23:30:43.718018,ClearCr,alta,500000.0,492570.3899999952,7429.610000004759,0.014859220000009518,35536.79159932857,0.07214561070008475,0.9851407799999904,528107.1815993238,7641.573652105639,1.468218751714444,1210.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,4.0
2025-11-19T23:30:41.796983,Crawfor,alta,500000.0,360788.8899999995,139211.1100000005,0.278422220000001,59577.55166956119,0.16513133669266056,0.721577779999999,420366.4416695607,-15782.361478528648,-3.6185726900114705,694.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:52.275125,GrnHill,alta,500000.0,498557.81000000006,1442.189999999944,0.002884379999999888,1194.9908942947513,0.002396895345586405,0.9971156200000001,499752.8008942948,11213.900624788366,2.295395641698568,1295.0,450.0,0.0,3.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:53.942351,NridgHt,alta,500000.0,499256.39,743.6100000000442,0.0014872200000000885,-20222.225332488015,-0.040504690050112355,0.99851278,479034.164667512,-42992.08977831475,-8.235618306967021,1302.0,460.0,0.0,3.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:46.321982,Somerst,alta,500000.0,495526.3900000011,4473.60999999888,0.008947219999997761,44743.09529593395,0.09029407151440279,0.9910527800000022,540269.4852959351,25633.77105840959,4.980954556639759,1210.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:56.266596,StoneBr,alta,500000.0,495526.38999999774,4473.610000002256,0.008947220000004513,685.0863390676677,0.0013825425908550921,0.9910527799999955,496211.4763390654,-30903.017372361384,-5.862676466126445,1210.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:49.022685,Timber,alta,500000.0,495526.39,4473.609999999986,0.008947219999999973,-8602.303661229904,-0.017359930439284785,0.9910527800000001,486924.0863387701,-2021.4852284163353,-0.4134376801771608,1210.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:50.638303,Veenker,alta,500000.0,496046.3899999957,3953.610000004352,0.007907220000008704,15569.391189765302,0.03138696602502326,0.9920927799999915,511615.781189761,49472.27291253547,10.704958963279129,1210.0,460.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:33.269024,Blueste,baja,500000.0,498066.38999999984,1933.6100000001609,0.0038672200000003216,-12860.443653628812,-0.025820741796347302,0.9961327799999997,485205.946346371,36525.9070918152,8.140747057190225,1210.0,452.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:11.802402,BrDale,baja,500000.0,427334.8899999999,72665.1100000001,0.1453302200000002,-33741.74580614793,-0.07895855591418696,0.8546697799999998,393593.144193852,-6785.789437912346,-1.6948417781024807,948.0,450.0,162.0,2.0,1.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:16.725116,BrkSide,baja,500000.0,316298.88999999955,183701.11000000045,0.3674022200000009,52625.97318183677,0.16638051806579798,0.6325977799999991,368924.8631818363,-3624.014251575165,-0.9727620913910584,450.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:18.958290,Edwards,baja,500000.0,374233.8899999998,125766.11000000022,0.2515322200000004,39917.92879272869,0.10666572392128547,0.7484677799999996,414151.8187927285,46589.75456455647,12.675343594662936,646.0,675.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:09.381139,IDOTRR,baja,500000.0,290177.89,209822.11,0.41964421999999996,43041.68915381149,0.14832863094363077,0.58035578,333219.5791538115,-6537.358845827635,-1.9241281382853113,480.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:05.822898,MeadowV,baja,500000.0,351548.8899999994,148451.11000000063,0.29690222000000127,20767.202450824378,0.05907344054144052,0.7030977799999988,372316.09245082375,53035.25085889554,16.610846612174658,630.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:26.588883,NPkVill,baja,500000.0,406006.8899999996,93993.1100000004,0.1879862200000008,29509.442447074864,0.07268212233313305,0.8120137799999992,435516.33244707447,31744.07753219467,7.861876873854722,894.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:14.029873,OldTown,baja,500000.0,298851.5599999999,201148.44000000012,0.40229688000000025,61216.75903946516,0.20484001836719604,0.5977031199999998,360068.31903946504,-2994.948746016482,-0.8249109760632872,450.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:29:21.206180,SWISU,baja,500000.0,334148.88999999996,165851.11000000004,0.3317022200000001,88072.22719098843,0.26357180833666227,0.66829778,422221.1171909884,46831.53403988748,12.475448478557531,450.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,4.0
2025-11-19T23:29:23.954655,Sawyer,baja,500000.0,362063.8899999992,137936.1100000008,0.2758722200000016,48343.42013405741,0.1335217939962406,0.7241277799999984,410407.3101340566,16110.220259964524,4.085807548087377,660.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:36.324178,Blmngtn,media,500000.0,495526.3899999998,4473.610000000219,0.008947220000000438,18397.686511035427,0.03712756148272029,0.9910527799999995,513924.0765110352,44581.65019130113,9.49874711751083,1210.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:38.706050,CollgCr,media,500000.0,497923.1399999975,2076.860000002489,0.004153720000004978,23894.030656302755,0.04798738748374473,0.995846279999995,521817.17065630027,45437.7121884526,9.538134229085223,1187.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:31.839156,Gilbert,media,500000.0,467988.8900000002,32011.10999999987,0.06402221999999974,10502.97121847712,0.022442778969554416,0.9359777800000004,478491.8612184773,28635.53068467171,6.365483542421735,1063.0,450.0,162.0,2.0,1.0,1.0,1.0,9.0,10.0,4.0,4.0
2025-11-19T23:30:34.671462,Greens,media,500000.0,406884.8899849998,93115.11001500022,0.18623022003000042,-1736.9312668753555,-0.004268851730865182,0.8137697799699996,405147.9587181244,-32631.512218572258,-7.453869901380279,833.0,484.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:19.901429,Mitchel,media,500000.0,386834.8899998618,113165.11000013816,0.2263302200002763,-457.6797638706048,-0.001183139824514713,0.7736697799997236,386377.2102359912,-20289.154677276732,-4.9891400980761995,768.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:29.499570,NWAmes,media,500000.0,497946.39,2053.610000000044,0.004107220000000088,-17402.567863625358,-0.03494867763500677,0.99589278,480543.82213637466,9598.543597604496,2.0381441400976494,1210.0,450.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:13.507560,No aplicames,media,500000.0,407784.89,92215.11000000004,0.1844302200000001,51548.74868357612,0.12641162031181716,0.81556978,459333.63868357614,40055.91520179401,9.553551967693428,848.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-19T23:30:26.227208,SawyerW,media,500000.0,385298.88998499885,114701.11001500116,0.22940222003000232,1689.3964367930312,0.004384638732955617,0.7705977799699977,386988.2864217919,-5074.618634679471,-1.2943378649782082,768.0,450.0,162.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0
