timestamp,profile,tag,neigh,lot,budget,status,runtime_s,gap,xgb_model,reg_model,y_price,y_price_out,y_log_in,y_log_out,reg_price,delta_reg_abs,delta_reg_pct,cost,obj,slack,floor1,floor2,area_1st,area_2nd,bsmt,gr_liv_area,garage_area,screen_porch,pool_area,beds,fullbath,halfbath,kitchen,overall_qual,overall_cond,kitchen_qual,heating_qc,bldg_type
2025-11-19T23:29:05.822898,balanced,batch_500000,MeadowV,7000.0,500000.0,2,4.20328688621521,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,372316.09245082375,372311.53125,12.82749648050824,12.827488899230957,319280.8415919282,53035.25085889554,16.610846612174658,351548.8899999994,20767.202450824378,148451.11000000063,1.0,0.0,630.0,0.0,392.0,630.0,450.0,162.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:09.381139,balanced,batch_500000,IDOTRR,7000.0,500000.0,2,2.348917007446289,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,333219.5791538115,333214.3125,12.71655434674354,12.716544151306152,339756.93799963914,-6537.358845827635,-1.9241281382853113,290177.89,43041.68915381149,209822.11,1.0,0.0,480.0,0.0,392.0,480.0,450.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:11.802402,balanced,batch_500000,BrDale,7000.0,500000.0,2,1.446660041809082,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,393593.14419385203,393586.0625,12.883069251364281,12.883057594299316,400378.9336317644,-6785.789437912346,-1.6948417781024807,427334.8899999999,-33741.74580614787,72665.1100000001,1.0,1.0,483.0,465.0,483.0,948.0,450.0,162.0,0.0,2.0,1.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:14.029873,balanced,batch_500000,OldTown,7000.0,500000.0,2,1.2505040168762207,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,360068.31903946504,328499.09375,12.707775687696145,12.702292442321777,363063.2677854815,-2994.948746016482,-0.8249109760632872,298851.5599999999,61216.75903946516,201148.44000000012,1.0,0.0,450.0,0.0,392.0,450.0,450.0,162.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:16.725116,balanced,batch_500000,BrkSide,7000.0,500000.0,2,1.7327980995178223,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,368924.8631818363,366958.03125,12.818345129934688,12.813005447387695,372548.8774334115,-3624.014251575165,-0.9727620913910585,316298.88999999955,52625.97318183677,183701.11000000045,1.0,0.0,450.0,0.0,392.0,450.0,450.0,162.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:18.958290,balanced,batch_500000,Edwards,7000.0,500000.0,2,1.2818920612335205,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,414151.8187927285,367606.375,12.814777872928945,12.814770698547363,367562.064228172,46589.75456455647,12.675343594662936,374233.8899999998,39917.92879272869,125766.11000000022,1.0,0.0,646.0,0.0,447.0,646.0,675.0,162.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:21.206180,balanced,batch_500000,SWISU,7000.0,500000.0,2,1.289518117904663,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,422221.1171909884,370974.625,12.829229974524642,12.823891639709473,375389.5831511009,46831.53403988748,12.475448478557533,334148.88999999996,88072.22719098843,165851.11000000004,1.0,0.0,450.0,0.0,392.0,450.0,450.0,162.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,4.0,
2025-11-19T23:29:23.954655,balanced,batch_500000,Sawyer,7000.0,500000.0,2,1.7918109893798828,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,410407.3101340566,378965.96875,12.845210735269026,12.84520435333252,394297.0898740921,16110.220259964524,4.085807548087377,362063.8899999992,48343.42013405741,137936.1100000008,1.0,0.0,660.0,0.0,648.0,660.0,450.0,162.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:26.588883,balanced,batch_500000,NPkVill,7000.0,500000.0,2,1.551919937133789,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,435516.33244707447,396044.78125,12.889296598158559,12.88928508758545,403772.2549148798,31744.07753219467,7.861876873854722,406006.8899999996,29509.442447074864,93993.1100000004,1.0,0.0,894.0,0.0,870.0,894.0,450.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
2025-11-19T23:29:33.269024,balanced,batch_500000,Blueste,7000.0,500000.0,2,5.139493942260742,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,485205.946346371,485197.21875,13.09232663261581,13.092312812805176,448680.0392545558,36525.9070918152,8.140747057190225,498066.38999999984,-12860.443653628812,1933.6100000001607,1.0,0.0,1210.0,0.0,1210.0,1210.0,452.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,10.0,4.0,3.0,
