iteration,r2,rmse,mae,mape,residual_skew,residual_kurtosis
1,0.8642557295134146,45175.806887631625,25613.268102651797,9.156673224723102,1.1674676443244174,20.619720533331922
2,0.9173587663072046,35248.73698917435,20488.956229154348,7.556003408980128,-0.09077994791730928,20.507294570434297
3,0.8368944319250268,49519.87707026359,28906.232204727712,10.37035262512456,2.217463053825001,14.496826189588154
4,0.8618844562829762,45568.67943300058,25909.33300585495,9.287564620674198,1.2633732353194909,20.245648084184637
5,0.8575525019126377,46277.786400006706,26699.492731814553,9.54235329128993,1.8148685159034748,16.373753346889252
6,0.8997391650633342,38824.94264136654,21627.0884747142,7.852716113049124,-0.6312453342477153,34.6255776893138
7,0.8359110257172918,49668.93688490291,28903.5481359893,10.300654641341248,2.254891721246497,14.711790412963724
8,0.8802178236090807,42436.666742800226,23453.050498814806,8.468910553528227,-1.4284385535164386,42.063518391768184
9,0.8510578308221842,47321.009580283055,27351.86946959856,9.747854867386952,2.0995234674374625,16.1168126638767
10,0.8540118855206474,46849.38713983963,26950.508174944778,9.6447393835679,1.9359283568424652,16.375304013247238
11,0.8701359830273709,44186.49775525551,24586.049575979327,8.833179620450835,-0.7725198081405379,35.79358315496561
12,0.8507915513377329,47363.291048568,27462.422743357347,9.823697483156343,1.7288010426876197,16.445517278245006
13,0.8588313940606178,46069.57728039607,26634.711550896278,9.58871023259958,1.580721658466355,17.046232238144576
14,0.8699686815207954,44214.95093440872,25368.253397908018,9.087245475160891,0.8003013480190677,22.471432369524024
15,0.8646384425395546,45112.07832957714,25650.864053275112,9.2041552804358,1.278529043909143,19.82461848026407
16,0.8759737986301639,43181.913743426085,24329.574310029395,8.730780112005549,0.3193767663188713,25.300245657321433
17,0.8993646612490812,38897.386365453574,21535.626274426624,7.892148386228606,-1.1299611271315462,37.785446007607916
18,0.868680702933047,44433.389021347306,25370.435571268965,9.096138794813577,1.460530827419052,19.176458737307037
19,0.8614179910238398,45645.565379696185,26350.49812412965,9.467481443599562,1.1422172271695172,18.77378418948286
20,0.835345832967862,49754.40390428767,28717.449332918015,10.23679420740679,2.3497840247687205,15.41251050816828
21,0.8727923125900061,43732.25210201439,24195.137573275468,8.668679195068215,-0.3639929686737249,32.54083333324219
22,0.8814620943613714,42215.68000077487,23838.737691059614,8.583919708924315,-0.08580815277089072,28.2349558162348
23,0.8457899875560476,48150.57197487353,27930.264234634386,9.991149917105238,2.1420063165345264,15.66036344639715
24,0.8621834898338978,45519.322397005984,25871.966016154183,9.253678229742308,1.2444884708428858,19.37919866716711
