timestamp,profile,tag,neigh,lot,budget,status,runtime_s,gap,xgb_model,reg_model,y_price,y_price_out,y_log_in,y_log_out,reg_price,delta_reg_abs,delta_reg_pct,cost,obj,slack,floor1,floor2,area_1st,area_2nd,bsmt,gr_liv_area,garage_area,screen_porch,pool_area,beds,fullbath,halfbath,kitchen,overall_qual,overall_cond,kitchen_qual,heating_qc,bldg_type
2025-11-29T14:44:57.408310,balanced,,Blmngtn,7000.0,500000.0,2,0.6959710121154785,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,560837.9427115417,509407.96875,13.14634980015902,13.141006469726562,470520.20036972535,90317.74234181631,19.19529539238622,496355.8899999997,64482.05271154194,3644.110000000277,1.0,0.0,1208.0,0.0,1200.0,1208.0,450.0,162.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-29T14:45:00.200740,balanced,,Blueste,7000.0,500000.0,2,1.8014211654663086,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,512191.2048070081,512181.21875,13.146447061894074,13.146435737609863,454836.18419625954,57355.02061074856,12.61003908739155,498891.8899999977,13299.314807010407,1108.1100000023143,1.0,0.0,1208.0,0.0,1200.0,1208.0,452.0,162.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-29T14:45:02.259865,balanced,,BrDale,7000.0,500000.0,2,1.0822949409484863,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,495585.376280733,443123.0625,13.001613300213325,13.001605033874512,439628.1508498006,55957.22543093236,12.72830807644304,486412.3899999999,9172.98628073308,13587.610000000102,1.0,1.0,741.0,465.0,679.0,1206.0,450.0,160.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,4.0,
2025-11-29T14:45:04.148637,balanced,,BrkSide,7000.0,500000.0,2,0.8545711040496826,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,441097.6263400357,380333.5,12.854146690153792,12.848806381225586,370421.5251477448,70676.1011922909,19.07991204455554,278888.8899999999,162208.7363400358,221111.1100000001,1.0,0.0,400.0,0.0,338.0,400.0,450.0,162.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-29T14:45:07.022685,balanced,,ClearCr,7000.0,500000.0,2,1.8027608394622803,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,547987.670090106,517008.28125,13.155827117570364,13.155816078186035,513473.83685591037,34513.8332341956,6.721634240515506,498771.8899999993,49215.78009010665,1228.1100000006845,1.0,0.0,1208.0,0.0,1200.0,1208.0,450.0,162.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-29T14:45:09.747317,balanced,,CollgCr,7000.0,500000.0,2,1.7550380229949951,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,447405.5158800816,433270.28125,12.97913102607898,12.979119300842285,423939.6647109794,23465.851169102243,5.535186518841089,402418.3899999998,44987.12588008185,97581.61000000022,1.0,0.0,898.0,0.0,781.0,898.0,450.0,162.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-29T14:45:13.155735,balanced,,Crawfor,7000.0,500000.0,2,2.4520061016082764,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,439747.5389445896,396968.5625,12.8916238240471,12.89161491394043,433308.92539083795,6438.6135537516675,1.4859175928453672,332850.3899999997,106897.14894458989,167149.61000000028,1.0,0.0,694.0,0.0,679.0,694.0,450.0,0.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-29T14:45:14.989397,balanced,,Edwards,7000.0,500000.0,2,0.855341911315918,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,324046.3254472863,253239.71875,12.442598660630788,12.442095756530762,261485.82401015205,62560.501437134255,23.925006900070183,238529.55999999988,85516.76544728642,261470.44000000012,1.0,0.0,498.0,0.0,292.0,498.0,150.0,0.0,0.0,2.0,1.0,0.0,1.0,7.0,10.0,3.0,2.0,
2025-11-29T14:45:17.954331,balanced,,Gilbert,7000.0,500000.0,2,1.9812469482421875,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,433277.8704633323,433270.28125,12.979131026078992,12.979119300842285,423849.5269055611,9428.343557771179,2.224455369009278,402418.3899999989,30859.48046333337,97581.61000000109,1.0,0.0,897.9999999999972,0.0,781.0,897.9999999999972,449.99999999999704,162.0,0.0,6.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0,
2025-11-29T14:45:20.218758,balanced,,Greens,7000.0,500000.0,2,1.2957220077514648,0.0,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/xgb/datos_nuevos/model_xgb.joblib,/Users/ignaciocuevasschotte/Documents/GitHub/Optimizacion-Casas-Ames-Iowa-Capstone-/models/reg/base_reg_vale.joblib,516685.0545443081,473387.53125,13.073015873015873,13.067671775817871,485231.1314399708,31453.9231043373,6.482255788286855,477052.8899999997,39632.16454430838,22947.110000000277,1.0,0.0,1124.0,0.0,1110.0,1124.0,500.0,162.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,4.0,
