timestamp,neigh,category,budget,cost,slack,slack_pct,profit,roi,budget_utilization,y_price,delta_reg_abs,delta_reg_pct,gr_liv_area,garage_area,screen_porch,beds,fullbath,halfbath,kitchen,overall_qual,overall_cond,kitchen_qual,heating_qc
2025-11-29T14:45:07.022685,ClearCr,alta,500000.0,498771.8899999993,1228.1100000006843,0.0024562200000013685,49215.78009010665,0.09867392504839581,0.9975437799999987,547987.670090106,34513.8332341956,6.721634240515506,1208.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:13.155735,Crawfor,alta,500000.0,332850.3899999997,167149.61000000028,0.33429922000000056,106897.14894458989,0.32115674836550434,0.6657007799999994,439747.5389445896,6438.6135537516675,1.4859175928453672,694.0,450.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:22.141374,GrnHill,alta,500000.0,498577.39,1422.609999999986,0.002845219999999972,35519.72656589735,0.07124215272958397,0.99715478,534097.1165658974,41191.62859604851,8.356902002796977,1302.0,450.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:41.165883,NridgHt,alta,500000.0,493898.38999602554,6101.610003974463,0.012203220007948927,39742.500346771616,0.08046695666914692,0.9877967799920511,533640.8903427972,18339.418448874378,3.5589687686065123,1302.0,460.0,0.0,5.0,3.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:54.633180,Somerst,alta,500000.0,481734.88999999943,18265.110000000568,0.03653022000000113,59201.90593025158,0.12289312474388486,0.9634697799999988,540936.795930251,12081.866870724596,2.284533282541212,1208.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,4.0
2025-11-29T14:45:56.321768,StoneBr,alta,500000.0,468477.88999999914,31522.11000000086,0.06304422000000172,41595.377193756634,0.08878834643350343,0.9369557799999982,510073.2671937558,-11001.171811207603,-2.1112476428925,1200.0,450.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:58.325001,Timber,alta,500000.0,496355.88999999966,3644.1100000003353,0.00728822000000067,24683.139927198645,0.04972871365986744,0.9927117799999994,521039.0299271983,25384.847448385262,5.121483555618004,1208.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:46:00.071519,Veenker,alta,500000.0,499706.8899999998,293.11000000021886,0.0005862200000004377,22756.07703290548,0.04553884985037026,0.9994137799999996,522462.96703290526,49917.5538985827,10.563546383296176,1248.0,460.0,0.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:00.200740,Blueste,baja,500000.0,498891.8899999977,1108.1100000023143,0.0022162200000046288,13299.314807010407,0.026657708961776206,0.9977837799999953,512191.2048070081,57355.02061074856,12.61003908739155,1208.0,452.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:02.259865,BrDale,baja,500000.0,486412.3899999999,13587.610000000102,0.027175220000000205,9172.98628073308,0.018858455231235128,0.9728247799999998,495585.376280733,55957.22543093236,12.72830807644304,1206.0,450.0,160.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,4.0
