iteration,r2,rmse,mae,mape,residual_skew,residual_kurtosis
1,0.8927844223976061,40148.942354016064,21700.704163984345,7.857911538075355,-2.0589416693665776,49.52462615023822
2,0.910003082426325,36784.002360539205,20645.639583459815,7.5969941327830375,-1.4228395988760023,36.33008048195794
3,0.8840262925087305,41756.5813016474,23440.20757554843,8.417548159862207,-0.2180321503212377,31.492266635213703
4,0.8965007108204107,39446.98799097936,21928.85026958397,8.005257759172776,-1.6168811359044135,40.584212878792655
5,0.88550918296294,41488.76349950843,22665.60087331061,8.168842908375435,-1.5187555156614796,44.28086212768983
6,0.9060437928016453,37584.4243414915,21144.208548621744,7.67063991213732,-0.6893085498976267,33.445069709896075
7,0.8805379371584275,42379.92357521264,23327.1589825387,8.424752319360447,-0.5873332156065701,34.57138802090535
8,0.9115902170084931,36458.20869437348,21081.27105064752,7.743662482200647,-0.495620583424151,29.563548431409487
9,0.8865402408599079,41301.525504086545,22548.230004569123,8.110038547990884,-0.06139869069863186,31.982711180393018
10,0.8831003228778227,41922.948552629074,22621.752647508096,8.169229477707603,-1.9583406307356004,51.145731132924375
11,0.9018454912857568,38414.95167069446,21240.2232848503,7.791948335331796,-1.3871162958362744,38.54646924438185
12,0.8810675692284653,42285.874051854546,22696.431576738934,8.210795762533635,-1.846746494395033,49.42457656713451
13,0.885838357862935,41429.07796974369,22462.291648467108,8.155208857214296,-2.731405917740781,59.05623891445422
14,0.8986921391068504,39027.140958439784,21982.16815009007,8.04076001727426,-0.36514919830620335,29.481072632404214
15,0.8902879656606051,40613.67585799407,22243.494148621925,8.048614082831,-1.954814624016368,49.38437868474662
16,0.9094045138094701,36906.12465812202,21167.69575717541,7.781681493451773,-0.9415360317923432,30.11430849776503
17,0.9102569331537675,36732.08814006493,20324.713748557242,7.445532117617384,-1.4790402841871884,39.79004581537788
18,0.899936568019277,38786.70271126908,21947.178867098097,7.941215115355658,-0.26227303133385227,29.978777199184243
19,0.8885338223563356,40937.06652327563,22909.35318641471,8.370336439560166,-1.2753355540868423,37.100689727624065
20,0.8822999938014442,42066.21209414643,23485.42966307941,8.468162920918749,-0.5072178363807617,34.27729486220517
21,0.9032466280426199,38139.78311857353,21320.571152136254,7.813939299468688,-1.6965700330213194,39.905332816648844
22,0.8993564292391903,38898.97724359507,21042.593683702256,7.685016453566523,-2.5001718515570257,54.37300382572334
23,0.8853176654616712,41523.44970579903,23143.809578348602,8.332672360780993,-0.7154190015080092,36.33781588276687
24,0.8933746920159296,40038.270894278045,22086.724140331495,8.004983754761557,-1.465471271557102,41.930803487622505
25,0.8988330860336775,38999.98279850934,21476.214687252806,7.863709874596632,-1.9158259466522765,46.110377742173426
26,0.9223733286792761,34162.57877950778,20070.258226727954,7.437032980854312,-0.09010115189208771,19.904182427438755
27,0.919158280454099,34862.853877188485,20247.908349378125,7.565612103862509,-0.7978509560348328,28.47320757331361
28,0.9137340385629275,36013.46410235214,20751.700296193863,7.684632941373934,-1.1890873069970698,34.87622026151516
29,0.9042324302615673,37944.98606097675,21565.311992745737,7.794428247162013,-0.9304791565972059,36.30317340523728
30,0.9116667092938309,36442.43343126632,20676.04540140898,7.586271847811836,-0.2747706835259319,27.444136905514583
31,0.9219339208215858,34259.131434905954,19998.330369523763,7.425427013296984,-0.6576302474049373,27.670834143037347
32,0.9136904469925757,36022.562042931255,20350.905993001317,7.535669388707261,-1.3128026722067583,35.4638810589884
33,0.9221744651749273,34206.30952677931,19984.237958672566,7.382845742723894,-0.6113389783297887,25.027071764237398
34,0.8796457099848387,42537.89079217777,23497.756286517797,8.472214649417104,-0.5908601662681948,36.28757097923698
35,0.8941893058821921,39885.032108103995,21795.155606620396,8.006263186028564,-1.7519575075739333,47.60568115355126
36,0.9263999398672412,33264.74885341211,19930.644942802915,7.573965032708912,-1.2683266389069865,27.739342581475604
37,0.9191482385296275,34865.01909136468,20356.444234164792,7.501958949207162,-1.2072609150503624,31.56195452207475
38,0.8820338264165867,42113.74960553016,23546.945897832717,8.50787197211242,-1.349520281075097,41.270729528511765
39,0.9277810573409263,32951.161460435396,19571.586154696983,7.30023802155322,-0.16827412887144633,21.31436365263557
40,0.9256881904025646,33425.20525898216,19869.05724003003,7.419812034492325,-1.1054539857983312,26.402762896185457
41,0.9220888875917479,34225.1111259504,20208.04916883151,7.533746434105451,-1.1475268515226298,28.409305014556345
42,0.9175657349136207,35204.57044509186,20217.701356221838,7.495675993761246,-0.5049861610680502,25.589746107616563
43,0.9290351710167026,32663.80276989409,19829.34801709648,7.52041830288517,-0.7993509602835163,22.475196122679087
44,0.9189656240902155,34904.37052142402,20292.20297729762,7.520385768671249,-0.665085419332973,27.461867345312534
45,0.890431830307287,40587.03890403783,22584.35610179586,8.133333658878556,-1.155417520933974,41.14216427916313
46,0.91962709730473,34761.61865889299,20132.097394520726,7.502123332569723,-1.3689725230087046,31.560825796051475
47,0.8933374155584114,40045.2690193529,22815.34699159606,8.230814836671533,0.008230375139296649,28.4090379731716
48,0.9124300993829746,36284.62113216948,20793.007165501338,7.637266857045025,-0.814633863601268,31.97847304291303
49,0.924721559634996,33641.89652345155,19985.52676802897,7.480347816322724,-0.7005032135068406,23.375783422923604
50,0.9221453233016604,34212.713226029395,20214.33181025429,7.5226740445297775,-0.47762578617063,26.25902494305653
51,0.9291613257527943,32634.756505327863,19611.557546104363,7.380171145734874,-1.229402209229196,25.646442212856876
52,0.9272750199824662,33066.404154642216,19684.28690130731,7.380313757527725,-0.9625349396543157,24.68344677264325
53,0.9076662394436269,37258.50512061973,21374.829805638547,7.900138149902314,-1.8508843144966465,39.55487897821342
54,0.9254448608088883,33479.88495593074,19639.0293204217,7.313667229730829,-1.1178540075175292,31.570861891459877
55,0.8846875081004952,41637.37510376596,23663.59580544274,8.502527877273678,0.19832883232866,29.10206193747156
56,0.9190048993255727,34895.91088007325,20445.56717639468,7.616822729509641,0.8888405595801564,15.256810752945585
57,0.9185479751164431,34994.203010725934,20270.409350261285,7.557391258520756,-0.7911902108097228,27.46414174701023
58,0.8845913346802972,41654.73477621035,23262.484575068258,8.43021568425691,-0.22114125841975205,29.635980004118494
59,0.923069189885033,34009.11394474875,20117.464433831392,7.538083001292498,-0.5063501488175951,24.370018422886993
60,0.9258612363004619,33386.264840956224,20321.92154997783,7.631019140741861,-0.8568599286125611,20.464730144759812
61,0.9155373042811282,35635.07141298975,20952.791531577488,7.6911162947843685,-0.4289322872011517,25.115772911985097
62,0.9229746501435657,34030.004311386794,20463.97518955269,7.6964673297927515,-0.9314845703154352,23.78913352616032
63,0.8839801819647098,41764.88157666591,23274.897986801607,8.387660596571408,-0.5670174490873301,37.18504748582441
64,0.9215698918522719,34338.91519967202,20161.07383786589,7.514453993503853,-0.9247389532687482,27.05595834847798
65,0.9070297893828523,37386.694715751335,21898.12786232118,7.934264603399418,1.5369600235501821,14.765872184705342
66,0.910990416964919,36581.67167811332,21099.6524949413,7.741133522269326,-0.8655999233318618,31.535937611279927
67,0.9272787183053613,33065.563372050885,20029.525280405232,7.484494510970685,-0.7660076944944404,22.19247176041266
68,0.9017298660565319,38437.57126472924,20850.645969865713,7.582641467986555,-1.3032016320926854,41.129352972424584
69,0.915022231825778,35743.561592521975,20862.027406130546,7.781005077468893,-1.781424241453105,36.95150747237495
70,0.9156420364976326,35612.97113755455,20169.732029319708,7.467350944089127,-1.4955612099754678,38.82253135868623
71,0.9019295425159435,38398.50048823262,21216.79312519494,7.847938095287191,-2.204580583541367,50.238057760934915
72,0.885546175510816,41482.0603459142,22996.395678908346,8.324653556991917,-0.06182373844396916,28.40582517008629
73,0.9291906605715766,32627.998658652785,19826.4427018057,7.530802517870532,-1.1750727712452655,22.573106331070555
74,0.8850970018079601,41563.378753441764,22732.373590394815,8.182144202616545,-0.9569206269620585,38.30716731085792
75,0.9253741651403531,33495.75456634039,19970.661069335667,7.415527910649858,-0.2037432869408596,21.14322389682259
76,0.9030633889082325,38175.8820931885,21607.882558342822,7.911166960018422,-1.183469301187574,36.43874586689977
77,0.8927886221249214,40148.15601184043,23097.241899690885,8.355859056621744,0.841878503733959,21.38479625739864
78,0.8870732190012574,41204.40418679644,23309.086534949543,8.339431520396719,1.024166781079781,21.791283021497797
79,0.9259340590217715,33369.86400108287,19698.855235835475,7.435750071020469,-1.082967632339735,28.973728551809437
80,0.930126369380848,32411.70064953587,19303.203839801827,7.3199892964545015,-1.6020563407255062,28.700660141329315
81,0.9142528971778313,35904.99676577804,20476.61082796111,7.585715358685525,-1.4467099705915185,37.5572526413774
82,0.8830079175913669,41939.51462415436,22868.933807674082,8.301700978839776,-1.3056801510952043,43.02995129561532
